Area,name,id,category,location,restaurant
"Benton, Arkansas",Kum & Go,5387707a498e6b48ca80b9db,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gas_', 'suffix': '.png'}","(34.58502951755179, -92.56795699187789)",False
"Benton, Arkansas",Buffet City,4b81d6e0f964a520aac030e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}","(34.57997027048664, -92.57511475600026)",True
"Benton, Arkansas",Kroger,4bb8caf198c7ef3bcf683102,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}","(34.5781438, -92.5774895)",True
"Benton, Arkansas",The Home Depot,4b79958cf964a52055032fe3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/hardware_', 'suffix': '.png'}","(34.5782226, -92.5855542)",False
"Benton, Arkansas",Eat My Catfish,4d1cca112fa36a31732df83d,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}","(34.57424828896462, -92.57795423921775)",True
"Benton, Arkansas",Kroger,56034a05498eb511c642ccf1,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}","(34.61042918168477, -92.53089009030147)",True
"Benton, Arkansas",La Hacienda,4cd6fd627da9a35dab7cf2b9,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}","(34.579015221974956, -92.58019038889529)",True
"Benton, Arkansas",Academy Sports + Outdoors,556082e3498e08b6bd357847,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}","(34.610354100765655, -92.53189265727997)",False
"Benton, Arkansas",Tinseltown USA,4e21e18618a88345f050be13,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_', 'suffix': '.png'}","(34.581259421859066, -92.58463476534229)",False
"Benton, Arkansas",Salem Dairy Bar,4c9163282626a1cdc4f0316b,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}","(34.62236996853609, -92.57194310877325)",True
"Benton, Arkansas",McAlisters,4b782e94f964a52064ba2ee3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}","(34.604779189800176, -92.5331984650454)",True
"Benton, Arkansas",Freddy's Frozen Custard & Steakburgers,5a8f22e9898bdc0600e29a93,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}","(34.60612691, -92.54099414)",True
"Benton, Arkansas",T.J. Maxx & HomeGoods,59b56e2afdb9a771a61dde0f,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/departmentstore_', 'suffix': '.png'}","(34.6061347, -92.5404996)",False
"Benton, Arkansas",Starbucks,4bddcc52ffdec928ac77e6a1,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}","(34.604317, -92.53041)",True
"Benton, Arkansas",Brown's Country Store & Restaurant,4bcb48ab937ca593ec37a992,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}","(34.591951746999904, -92.5630700693872)",True
"Benton, Arkansas",Fancy Nails,4d8fb5d3d4ec8cfa90a39289,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/nailsalon_', 'suffix': '.png'}","(34.57993568538578, -92.58269170045209)",False
"Benton, Arkansas",Waffle House,4baf254df964a52093ed3be3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}","(34.574836, -92.59014)",True
"Benton, Arkansas",Chili's Grill & Bar,4bb513776edc76b0d2362f1c,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}","(34.6057065, -92.53245249999999)",True
"Benton, Arkansas",Sakura Japanese Steakhouse,4b9ae1baf964a5201edf35e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}","(34.60387952457016, -92.53396006710818)",True
"Benton, Arkansas",Baja Grill,4f846d98e4b072142e4101e0,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}","(34.574773286868165, -92.57948302699475)",True
"Benton, Arkansas",Academy Sports + Outdoors,59ee3c4f112c6c32075a86d7,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}","(34.575929, -92.586555)",False
"Benton, Arkansas",Cinemark,4be60bb82468c928fbf80043,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_', 'suffix': '.png'}","(34.58134729758307, -92.58381645293555)",False
"Benton, Arkansas",Taco Bueno,4ce08327c4f6a35df07cd66c,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}","(34.60708676481803, -92.53267078884348)",True
"Benton, Arkansas",Texas Roadhouse,58f90acdb6eedb771904b8a2,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}","(34.60418549856979, -92.54066079854965)",True
"Benton, Arkansas",Tropical Smoothie Cafe,510c20fae4b09bd9ee848a90,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/juicebar_', 'suffix': '.png'}","(34.579005085013094, -92.5739474282417)",True
"Benton, Arkansas",Bishop Ballpark,4de828a17d8b02ee9f0f8fb3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/baseballfield_', 'suffix': '.png'}","(34.592929406667025, -92.51331667798799)",False
"Benton, Arkansas",SONIC Drive In,4b75fa4df964a520c6332ee3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}","(34.5802796380404, -92.5729854404926)",True
"Benton, Arkansas",Benton High School,4b8dd8fdf964a5207d1033e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/school_', 'suffix': '.png'}","(34.564886037531075, -92.5743802707497)",False
"Benton, Arkansas",Kohl's,4bc50dfc702076b00f7904c9,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/departmentstore_', 'suffix': '.png'}","(34.60338, -92.534239)",False
"Benton, Arkansas",PetSmart - Free Curbside Pickup Available,596ea1f9356b4963c8e9ab13,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pet_store_', 'suffix': '.png'}","(34.6066083, -92.5399051)",False
"Benton, Arkansas",Ulta Beauty,5c58722cb9a5a8002c0a0c0e,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/beauty_cosmetic_', 'suffix': '.png'}","(34.6060482, -92.5408106)",False
"Benton, Arkansas",Menchie's,54fce992498e227b8d12ea88,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/frozenyogurt_', 'suffix': '.png'}","(34.603431935313715, -92.53390248933154)",True
"Benton, Arkansas",Whole Hog Cafe,4eefcfca6c256000c630655c,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}","(34.62266801090075, -92.5036602655893)",True
"Benton, Arkansas",Hobby Lobby,597af04325ecca35182f4419,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}","(34.606885442232624, -92.5395244867741)",False
"Benton, Arkansas",Chick-fil-A,4b677649f964a52074502be3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}","(34.6172753, -92.497469)",True
"Benton, Arkansas",Tacos 4 Life,58fa8308d7627e4dd3ef9f3f,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/taco_', 'suffix': '.png'}","(34.60973815320131, -92.53357695387989)",True
"Benton, Arkansas",The Royal Theater,4c434b4cd691c9b632908f0a,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}","(34.56302833525175, -92.58844978020954)",False
"Benton, Arkansas",Larry's Pizza,4b49252bf964a520b46726e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}","(34.61964899979063, -92.50752148362079)",True
"Benton, Arkansas",Target,4b54a7ebf964a52026c527e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}","(34.604153608681045, -92.53091404125422)",False
"Benton, Arkansas",Old Navy,4c699f992c29d13a5bb80b41,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_', 'suffix': '.png'}","(34.6041635352377, -92.53186622787422)",False
"Benton, Arkansas",Edwards Food Giant,4e8371a98b81f6ea6f7a7ca4,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}","(34.61458028107279, -92.49901838177125)",True
"Benton, Arkansas",Subway,4c27a07e5c5ca593d31c48fe,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}","(34.57687035456595, -92.5777828331494)",True
"Benton, Arkansas",Red Robin Gourmet Burgers and Brews,5b8344a83731ee0039f6d715,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}","(34.604066, -92.541018)",True
"Benton, Arkansas",Murphy USA,4c7728dd08caef3b5e31d0bd,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gas_', 'suffix': '.png'}","(34.57752367, -92.58240515)",False
"Benton, Arkansas",Dollar General,4dd57977bd41965192d065a8,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}","(34.575339, -92.578161)",False
"Benton, Arkansas",Tropical Smoothie Cafe,574b2937498eeac0d6744be8,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}","(34.62515809185332, -92.49784321117568)",True
"Benton, Arkansas",Smith Caldwell Drug Store,4b841f3af964a5202a2231e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_', 'suffix': '.png'}","(34.566906121202955, -92.5870816397718)",False
"Benton, Arkansas",Firehouse Subs,4b82af82f964a52062de30e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}","(34.622604, -92.497006)",True
"Benton, Arkansas",Back Yard Burgers,4e34889545dd1c42bf157a20,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}","(34.57803823762892, -92.57613222324814)",True
"Benton, Arkansas",RibCrib BBQ & Grill,4eff6ee9e5faf2869b6939f0,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}","(34.57971017834095, -92.57455583520463)",True
"Benton, Arkansas",Dollar General,4d1fdf2ef7a9a14363db279f,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}","(34.56347078584184, -92.58730769684303)",False
"Benton, Arkansas",Dollar General,4cfd95b62d80a1431ad657d8,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}","(34.557518, -92.57919193333333)",False
"Benton, Arkansas",Arby's,4bcfae4b77b29c74d8a88982,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}","(34.5715120346029, -92.5834554433822)",True
"Benton, Arkansas",Papa John's Pizza,4cc4c91fbde8f04dc4a0ad4b,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}","(34.57315205671261, -92.59203288649081)",True
"Benton, Arkansas",Pizza Hut,4c31480c7cc0c9b646a8ee9a,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}","(34.57493954548268, -92.59132222527194)",True
"Benton, Arkansas",Walgreens,4b8d6538f964a52046f932e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_', 'suffix': '.png'}","(34.5698446, -92.5856014)",False
"Benton, Arkansas",Gino's,4e76230fae60c328516f1210,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_', 'suffix': '.png'}","(34.57970613370212, -92.58203938720332)",False
"Benton, Arkansas",Fairfield Inn & Suites Little Rock Benton,543d9f05498ecacff56ff090,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}","(34.58056009774772, -92.58205130696297)",False
"Benton, Arkansas",The UPS Store,4e31784a45ddbe0f665fc7fe,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}","(34.57458297498262, -92.57889249245636)",False
"Benton, Arkansas",fred's Super Dollar,4df3d7b0a809141629a40fe7,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}","(34.575918, -92.57869281666666)",False
"Benton, Arkansas",Shell,4c55c5d3728920a134420485,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gas_', 'suffix': '.png'}","(34.57267982, -92.58124327)",False
"Benton, Arkansas",Save-A-Lot,4d951c542bd6f04d7ae11750,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}","(34.55755322826003, -92.57197432697765)",True
"Benton, Arkansas",Little Caesars Pizza,4e4cffa4bd413c4cc66ddf66,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}","(34.57560118675962, -92.57796763381005)",True
"Benton, Arkansas",Econo Lodge,4bc38a93dce4eee12ca6719d,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}","(34.574057, -92.591113)",False
"Benton, Arkansas",KFC,4b5cead7f964a520b74a29e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/friedchicken_', 'suffix': '.png'}","(34.5684655, -92.5856888)",True
"Benton, Arkansas",Mac's Minnows & More,4e037922b0fb88a1209d8d4f,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}","(34.56658591666667, -92.60164136666667)",False
"Benton, Arkansas",Shipley Do-Nuts,4c138db182a3c9b66398fbf8,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}","(34.5691270863223, -92.58628111800328)",True
"Benton, Arkansas",Riverside Park,5903d4b6a423622127338568,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}","(34.55807, -92.60752)",False
"Benton, Arkansas",Tyndall Park Softball Fields,4dd5a0578877f1150fbdbf52,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/baseballfield_', 'suffix': '.png'}","(34.562114703239374, -92.57724142457594)",False
"Benton, Arkansas",Tyndall Park,4b92dfdff964a5206f2334e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}","(34.56216744866967, -92.57685411762938)",False
"Benton, Arkansas",Bernard Holland Park,4b90564ef964a520ee8433e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}","(34.55265434586331, -92.60934586972543)",False
"Benton, Arkansas",Tobacco Superstore,50957f10e4b07b04ab2b96bb,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/tobacco_', 'suffix': '.png'}","(34.574615, -92.578887)",False
"Benton, Arkansas",Hallmark,4cd5806e2944b1f75f605dec,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/giftshop_', 'suffix': '.png'}","(34.57654940799735, -92.57866964686777)",False
"Benton, Arkansas",Oxi Fresh Carpet Cleaning,5bc01825419a9e002c21241d,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/hardware_', 'suffix': '.png'}","(34.58202, -92.60077)",False
"Benton, Arkansas",Garry's Sling Blade Drive-In,5591804d498e7fe2f775b18f,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}","(34.557803189583964, -92.5723470706644)",True
"Benton, Arkansas",Bob & Scott's Dairy Barn,4d50585e3062a1cd68db5ba3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}","(34.55752193927765, -92.57227063179016)",True
"Benton, Arkansas",Garry's Drive-In,4b856ce0f964a520075d31e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}","(34.55741836666667, -92.57219756666667)",True
"Benton, Arkansas",Dollar Tree,4c0ad9f86071a593875ae032,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}","(34.5789877444922, -92.57298946380615)",False
"Benton, Arkansas",Great Clips,4da38d717ccc816ee19b7f7b,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}","(34.57827443398038, -92.57708251476288)",False
"Benton, Arkansas",Chicken Express,4dc72c2e1f6ef43b8a40fd8d,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}","(34.58051979129063, -92.57507064767432)",True
"Benton, Arkansas",Western Sizzlin,4c080cb8340720a1cb858293,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}","(34.5821513176506, -92.57404076659486)",True
"Benton, Arkansas",Colton's Steakhouse,4b5cf709f964a520ea4c29e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}","(34.581522757731896, -92.57550954562217)",True
"Benton, Arkansas",IHOP,4b9ee2c4f964a520760837e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}","(34.582242971776154, -92.57472465115566)",True
"Benton, Arkansas",Captain D's,4d10110acf09a143f7b6290f,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}","(34.57767153827907, -92.57546246051794)",True
"Benton, Arkansas",Big Lots,4dad811a4df0522cc55b35fb,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}","(34.57916748913071, -92.57656810274898)",False
"Benton, Arkansas",Popeyes Louisiana Kitchen,4d1bd5b11cb9a1439169a92b,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/friedchicken_', 'suffix': '.png'}","(34.5825687399196, -92.57269077205649)",True
"Benton, Arkansas",Office Depot,4c4f2e6dea24c9b67547ea16,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/papergoods_', 'suffix': '.png'}","(34.579446, -92.572745)",False
"Benton, Arkansas",Benton Schools Athletic complex,4fba3b83e4b068706b6d2070,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}","(34.56133971649324, -92.5674629135683)",False
"Benton, Arkansas",Wendy’s,4bf73aeab182c9b6ae76755a,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}","(34.580674, -92.573617)",True
"Benton, Arkansas",Applebee's Grill + Bar,4c0306eb310fc9b6f164c561,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}","(34.58040398839544, -92.58069296236584)",True
"Benton, Arkansas",Taco Bell,4b95e233f964a520acb634e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}","(34.58044295367935, -92.57400851944637)",True
"Benton, Arkansas",Burger King,4bd39d21caff95210a69d5f0,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}","(34.58160789691711, -92.57285115192644)",True
"Benton, Arkansas",Sports Shop,4d9206067379b60c213dd907,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}","(34.575985129750954, -92.57849051149257)",False
"Benton, Arkansas",Samurai Japanese Steakhouse & Sushi Bar,56842a13498eed21c56d650d,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}","(34.575966622739315, -92.57856845855713)",True
"Benton, Arkansas",Ferguson's Furniture,4c85404c74d7b60c87f299d8,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}","(34.575357000000004, -92.581643)",False
"Benton, Arkansas",Leah's Gymnastics,4bccfd628920b7134a319fdc,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/gym_', 'suffix': '.png'}","(34.58024433471038, -92.57208566568738)",False
"Benton, Arkansas",Dollar General,4c5f3145cd522d7fe670cb3f,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}","(34.55436415, -92.54393396666667)",False
"Benton, Arkansas",Dollar General,523e4214498ed768e74064e9,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}","(34.576167399193444, -92.54120668200981)",False
"Benton, Arkansas",Parkway Wine And Spirits,570d83c3498e23b6744419b7,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_liquor_', 'suffix': '.png'}","(34.57560422125643, -92.54178719709397)",True
"Benton, Arkansas",Party Central,4de010f71f6ece6473712db4,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/toys_', 'suffix': '.png'}","(34.57606834794976, -92.541114767789)",False
"Benton, Arkansas",Jimmy's Diner,4c3867093849c928355fbfb1,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}","(34.5491904690289, -92.55400388973811)",True
"Benton, Arkansas",Jones Wrecker Service,57efe5c9498ed51bfe7c3ed9,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}","(34.581422, -92.535053)",False
"Benton, Arkansas",Days Inn,4bc3e6cedce4eee1a1cd719d,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}","(34.58067412535642, -92.57652006798341)",False
"Benton, Arkansas",Enterprise Rent-A-Car,544981d2498e6a33b8abaddb,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/airport_rentalcar_', 'suffix': '.png'}","(34.60014916222482, -92.54757352558045)",False
"Benton, Arkansas",Shell,4c3f5d4ae26920a108565be7,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gas_', 'suffix': '.png'}","(34.583938, -92.572486)",False
"Benton, Arkansas",Silos,4c9f86bc19e4236a30b35989,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}","(34.602341636142235, -92.54836027904452)",True
"Benton, Arkansas",Denton's Trotline,4bbbae7aed7776b019c53e51,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}","(34.58513742831838, -92.56867095394941)",False
"Benton, Arkansas",Affordable Maintenance-Repair,5dfa6eb893ee930008899158,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}","(34.598469, -92.562354)",False
"Benton, Arkansas",Dollar General,57bad4d9cd10ab00521743d4,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/conveniencestore_', 'suffix': '.png'}","(34.600569, -92.566467)",False
"Benton, Arkansas",Gregory Plumbing,5a1476fc12f0a91e7452b798,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}","(34.594101, -92.582547)",False
"Benton, Arkansas","Outlast Adventure Supply, LLC",5867293304aa4f1a808a669b,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}","(34.59704151614417, -92.55311965942383)",False
"Benton, Arkansas",Congo Fireplace And Patio,4bce0ae629d4b713e0d7a7dc,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}","(34.60013716591595, -92.5508091196753)",False
"Benton, Arkansas",Tops Shoes,4d9e3b10a46754816dc289e6,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_shoestore_', 'suffix': '.png'}","(34.599997, -92.550193)",False
"Benton, Arkansas",New Balance Little Rock,5a0164b9e679bc09379262f0,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_dancestudio_', 'suffix': '.png'}","(34.6003937, -92.5500927)",False
"Benton, Arkansas",Longhills Golf Club,4c07d04eda13c9285c066c02,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/golfcourse_', 'suffix': '.png'}","(34.60523684562202, -92.5546646118164)",False
"Benton, Arkansas",Moe's Southwest Grill,4caf4dbe39458cfa3d52f99f,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}","(34.60439166717766, -92.53370001832478)",True
"Benton, Arkansas",Zaxby's Chicken Fingers & Buffalo Wings,55ce91eb498ecaf05103fb24,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/friedchicken_', 'suffix': '.png'}","(34.606693, -92.533464)",True
"Benton, Arkansas",Petco,4bb8d04a53649c74765b47fb,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pet_store_', 'suffix': '.png'}","(34.60563541566121, -92.53129028472104)",False
"Benton, Arkansas",Buffalo Wild Wings,57c4a41c498e6ee569de2b0d,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/wings_', 'suffix': '.png'}","(34.60287900502825, -92.5349235534668)",True
"Benton, Arkansas",GNC,4c34ff0966e40f47a480ca8b,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/education/lab_', 'suffix': '.png'}","(34.603629, -92.533596)",False
"Benton, Arkansas",Kirkland's,4be5c13ebcef2d7f9b4404e5,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}","(34.603925, -92.530305)",False
"Benton, Arkansas",Dairy Queen,5c2963cbc876c8002c0077e3,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}","(34.610297, -92.532947)",True
"Benton, Arkansas",AT&T,4bbe3f805ce0d13a06dbdf57,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/mobilephoneshop_', 'suffix': '.png'}","(34.60473192916698, -92.53351724927467)",False
"Benton, Arkansas",Lane Bryant,4cb9fb484352a1cd522090f5,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_women_', 'suffix': '.png'}","(34.60381793747599, -92.53308867361068)",False
"Benton, Arkansas",Kirkland’s,506764b3e4b0d3439598ea5a,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}","(34.60422985787245, -92.53165341712261)",False
"Benton, Arkansas",Verizon,4cd06368c5b39eb092005b16,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/mobilephoneshop_', 'suffix': '.png'}","(34.604230135356026, -92.53611445426941)",False
"Benton, Arkansas",Shoe Carnival,4bd0f6a3462cb713f38ad907,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_shoestore_', 'suffix': '.png'}","(34.603925, -92.530305)",False
"Benton, Arkansas",Maurices,4c9e49ce54c8a1cd60448c4b,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_women_', 'suffix': '.png'}","(34.60599256603814, -92.54122398719119)",False
"Benton, Arkansas",Tuesday Morning,4f314973af24dddfe5a1d263,"{'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}","(34.60697648283984, -92.53890931606293)",False
